participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,neuroticism_score,conscientiousness_score,openness_score,extraversion_score,agreeableness_score,grit_score,conscience_score,meta_cog,mindset_score,SC0,SC1,SC2,SC3,SC4,SC10,SC11,SC12,SC13,dataset,raven_version,raven_hit_rate,raven_total_duration,ucmrt_version,ucmrt_hit_rate,ucmrt_total_duration
1339,Spring-2021,2021-01-28,2021,2020-2021,Spring,9,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,5,274,NA,NA,NA
1291,Spring-2021,2021-01-28,2021,2020-2021,Spring,9,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,12,385,NA,NA,NA
1319,Spring-2021,2021-01-28,2021,2020-2021,Spring,9,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,228,NA,NA,NA
1297,Spring-2021,2021-01-28,2021,2020-2021,Spring,9,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,6,631,NA,NA,NA
1335,Spring-2021,2021-01-29,2021,2020-2021,Spring,10,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,394,NA,NA,NA
1318,Spring-2021,2021-01-29,2021,2020-2021,Spring,10,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,6,219,NA,NA,NA
1341,Spring-2021,2021-01-29,2021,2020-2021,Spring,10,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,7,552,NA,NA,NA
1337,Spring-2021,2021-01-29,2021,2020-2021,Spring,10,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,7,657,NA,NA,NA
1261,Spring-2021,2021-01-29,2021,2020-2021,Spring,10,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,11,345,NA,NA,NA
1340,Spring-2021,2021-01-29,2021,2020-2021,Spring,10,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,14,441,NA,NA,NA
1331,Spring-2021,2021-01-29,2021,2020-2021,Spring,10,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,558,NA,NA,NA
1317,Spring-2021,2021-02-01,2021,2020-2021,Spring,13,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,202,NA,NA,NA
1336,Spring-2021,2021-02-01,2021,2020-2021,Spring,13,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,396,NA,NA,NA
1329,Spring-2021,2021-02-03,2021,2020-2021,Spring,15,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,4,440,NA,NA,NA
1291,Spring-2021,2021-02-03,2021,2020-2021,Spring,15,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,337,NA,NA,NA
1297,Spring-2021,2021-02-03,2021,2020-2021,Spring,15,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,6,374,NA,NA,NA
1342,Spring-2021,2021-02-04,2021,2020-2021,Spring,16,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,11,506,NA,NA,NA
1327,Spring-2021,2021-02-04,2021,2020-2021,Spring,16,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,334,NA,NA,NA
1324,Spring-2021,2021-02-05,2021,2020-2021,Spring,17,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,5,328,NA,NA,NA
1325,Spring-2021,2021-02-05,2021,2020-2021,Spring,17,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,4,324,NA,NA,NA
1343,Spring-2021,2021-02-05,2021,2020-2021,Spring,17,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,483,NA,NA,NA
1323,Spring-2021,2021-02-05,2021,2020-2021,Spring,17,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,8,176,NA,NA,NA
1335,Spring-2021,2021-02-08,2021,2020-2021,Spring,20,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,6,250,NA,NA,NA
1321,Spring-2021,2021-02-08,2021,2020-2021,Spring,20,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,7,327,NA,NA,NA
1326,Spring-2021,2021-02-08,2021,2020-2021,Spring,20,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,390,NA,NA,NA
1334,Spring-2021,2021-02-10,2021,2020-2021,Spring,22,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,306,NA,NA,NA
1320,Spring-2021,2021-02-10,2021,2020-2021,Spring,22,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,5,324,NA,NA,NA
1339,Spring-2021,2021-02-11,2021,2020-2021,Spring,23,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,150,NA,NA,NA
1338,Spring-2021,2021-02-11,2021,2020-2021,Spring,23,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,6,192,NA,NA,NA
1332,Spring-2021,2021-02-12,2021,2020-2021,Spring,24,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,3,224,NA,NA,NA
1336,Spring-2021,2021-02-12,2021,2020-2021,Spring,24,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,5,257,NA,NA,NA
1319,Spring-2021,2021-02-12,2021,2020-2021,Spring,24,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,508,NA,NA,NA
1330,Spring-2021,2021-02-16,2021,2020-2021,Spring,28,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,362,NA,NA,NA
1340,Spring-2021,2021-02-16,2021,2020-2021,Spring,28,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,8,262,NA,NA,NA
1329,Spring-2021,2021-02-17,2021,2020-2021,Spring,29,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,4,216,NA,NA,NA
1328,Spring-2021,2021-02-17,2021,2020-2021,Spring,29,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,2,267,NA,NA,NA
1333,Spring-2021,2021-02-17,2021,2020-2021,Spring,29,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,3,220,NA,NA,NA
1343,Spring-2021,2021-02-17,2021,2020-2021,Spring,29,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,3,235,NA,NA,NA
1337,Spring-2021,2021-02-18,2021,2020-2021,Spring,30,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,281,NA,NA,NA
1342,Spring-2021,2021-02-18,2021,2020-2021,Spring,30,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,352,NA,NA,NA
1324,Spring-2021,2021-02-18,2021,2020-2021,Spring,30,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,567,NA,NA,NA
1319,Spring-2021,2021-02-18,2021,2020-2021,Spring,30,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,440,NA,NA,NA
1335,Spring-2021,2021-02-19,2021,2020-2021,Spring,31,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,383,NA,NA,NA
1331,Spring-2021,2021-02-19,2021,2020-2021,Spring,31,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,6,349,NA,NA,NA
1318,Spring-2021,2021-02-19,2021,2020-2021,Spring,31,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,11,385,NA,NA,NA
1323,Spring-2021,2021-02-19,2021,2020-2021,Spring,31,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,12,716,NA,NA,NA
1317,Spring-2021,2021-02-19,2021,2020-2021,Spring,31,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,6,253,NA,NA,NA
1327,Spring-2021,2021-02-22,2021,2020-2021,Spring,34,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,451,NA,NA,NA
1318,Spring-2021,2021-02-24,2021,2020-2021,Spring,36,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,11,404,NA,NA,NA
1326,Spring-2021,2021-02-24,2021,2020-2021,Spring,36,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,7,403,NA,NA,NA
1323,Spring-2021,2021-02-24,2021,2020-2021,Spring,36,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,13,396,NA,NA,NA
1317,Spring-2021,2021-02-25,2021,2020-2021,Spring,37,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,340,NA,NA,NA
1324,Spring-2021,2021-02-25,2021,2020-2021,Spring,37,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,589,NA,NA,NA
1321,Spring-2021,2021-02-26,2021,2020-2021,Spring,38,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,379,NA,NA,NA
1335,Spring-2021,2021-02-26,2021,2020-2021,Spring,38,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,12,280,NA,NA,NA
1327,Spring-2021,2021-02-26,2021,2020-2021,Spring,38,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,410,NA,NA,NA
1325,Spring-2021,2021-02-26,2021,2020-2021,Spring,38,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,500,NA,NA,NA
1334,Spring-2021,2021-03-02,2021,2020-2021,Spring,42,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,12,552,NA,NA,NA
1338,Spring-2021,2021-03-03,2021,2020-2021,Spring,43,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,296,NA,NA,NA
1328,Spring-2021,2021-03-03,2021,2020-2021,Spring,43,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,5,380,NA,NA,NA
1336,Spring-2021,2021-03-03,2021,2020-2021,Spring,43,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,7,351,NA,NA,NA
1326,Spring-2021,2021-03-03,2021,2020-2021,Spring,43,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,11,510,NA,NA,NA
1329,Spring-2021,2021-03-03,2021,2020-2021,Spring,43,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,11,418,NA,NA,NA
1339,Spring-2021,2021-03-04,2021,2020-2021,Spring,44,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,5,255,NA,NA,NA
1333,Spring-2021,2021-03-04,2021,2020-2021,Spring,44,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,7,478,NA,NA,NA
1320,Spring-2021,2021-03-04,2021,2020-2021,Spring,44,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,11,461,NA,NA,NA
1342,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,11,465,NA,NA,NA
1330,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,544,NA,NA,NA
1321,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,440,NA,NA,NA
1337,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,517,NA,NA,NA
1325,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,551,NA,NA,NA
1331,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,597,NA,NA,NA
1340,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,12,580,NA,NA,NA
1332,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,278,NA,NA,NA
1343,Spring-2021,2021-03-05,2021,2020-2021,Spring,45,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,549,NA,NA,NA
1339,Spring-2021,2021-03-09,2021,2020-2021,Spring,49,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,7,389,NA,NA,NA
1330,Spring-2021,2021-03-09,2021,2020-2021,Spring,49,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,591,NA,NA,NA
1333,Spring-2021,2021-03-10,2021,2020-2021,Spring,50,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,5,553,NA,NA,NA
1329,Spring-2021,2021-03-10,2021,2020-2021,Spring,50,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,332,NA,NA,NA
1336,Spring-2021,2021-03-10,2021,2020-2021,Spring,50,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,375,NA,NA,NA
1334,Spring-2021,2021-03-10,2021,2020-2021,Spring,50,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,448,NA,NA,NA
1338,Spring-2021,2021-03-10,2021,2020-2021,Spring,50,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,659,NA,NA,NA
1332,Spring-2021,2021-03-10,2021,2020-2021,Spring,50,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,341,NA,NA,NA
1328,Spring-2021,2021-03-11,2021,2020-2021,Spring,51,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,6,361,NA,NA,NA
1342,Spring-2021,2021-03-12,2021,2020-2021,Spring,52,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,11,356,NA,NA,NA
1340,Spring-2021,2021-03-12,2021,2020-2021,Spring,52,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,13,339,NA,NA,NA
1337,Spring-2021,2021-03-12,2021,2020-2021,Spring,52,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,506,NA,NA,NA
1343,Spring-2021,2021-03-12,2021,2020-2021,Spring,52,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,494,NA,NA,NA
1331,Spring-2021,2021-03-16,2021,2020-2021,Spring,56,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,13,446,NA,NA,NA
1320,Spring-2021,2021-03-16,2021,2020-2021,Spring,56,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,13,334,NA,NA,NA
1001,NA,2020-05-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,9,519
1002,NA,2020-05-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,423
1003,NA,2020-05-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,11,556
1004,NA,2020-05-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,4,502
1005,NA,2020-05-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,5,511
1006,NA,2020-05-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,6,469
1007,NA,2020-05-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,8,324
1008,NA,2020-05-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,5,482
1010,NA,2020-05-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,5,407
1009,NA,2020-05-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,10,503
1011,NA,2020-05-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,11,493
1012,NA,2020-05-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,7,313
1014,NA,2020-05-14,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,8,503
1013,NA,2020-05-14,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,8,500
1015,NA,2020-05-14,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,5,506
1016,Summer-2020-4,2020-05-18,2020,2019-2020,Summer,0,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,11,502
1017,Summer-2020-4,2020-05-19,2020,2019-2020,Summer,1,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,14,351
1018,Summer-2020-4,2020-05-20,2020,2019-2020,Summer,2,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,2,375
1019,Summer-2020-4,2020-05-20,2020,2019-2020,Summer,2,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,9,515
1020,Summer-2020-4,2020-05-26,2020,2019-2020,Summer,8,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,B,11,567
1021,Summer-2020-4,2020-05-26,2020,2019-2020,Summer,8,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,A,13,412
1003,Summer-2020-4,2020-05-26,2020,2019-2020,Summer,8,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,C,7,233
1002,Summer-2020-4,2020-05-26,2020,2019-2020,Summer,8,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,D,8,156
1004,Summer-2020-4,2020-05-27,2020,2019-2020,Summer,9,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,D,5,291
1007,Summer-2020-4,2020-05-27,2020,2019-2020,Summer,9,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,C,6,174
1008,Summer-2020-4,2020-05-28,2020,2019-2020,Summer,10,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,D,2,146
1011,Summer-2020-4,2020-05-28,2020,2019-2020,Summer,10,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,C,7,164
1013,Summer-2020-4,2020-05-29,2020,2019-2020,Summer,11,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,C,6,184
1005,Summer-2020-4,2020-05-29,2020,2019-2020,Summer,11,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,C,2,211
1014,Summer-2020-4,2020-05-29,2020,2019-2020,Summer,11,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,D,7,209
1012,Summer-2020-4,2020-06-01,2020,2019-2020,Summer,14,2020-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ucmrt,NA,NA,NA,D,8,260
