participant_id,participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,source,grit_overall,matrices_hit_rate,ucmrt_hit_rate,sandia_matrices_hit_rate,neuroticism_score,extraversion_score,conscientiousness_score,openness_score,agreeableness_score,adhd_clinical,adhd_total,growth_mindset_score,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,adhd_1,adhd_2,adhd_3,adhd_4,adhd_5,adhd_6,neo_pi_1,neo_pi_2,neo_pi_3,neo_pi_4,neo_pi_5,neo_pi_6,neo_pi_7,neo_pi_8,neo_pi_9,neo_pi_10,neo_pi_11,neo_pi_12,neo_pi_13,neo_pi_14,neo_pi_15,neo_pi_16,neo_pi_17,neo_pi_18,neo_pi_19,neo_pi_20,neo_pi_21,neo_pi_22,neo_pi_23,neo_pi_24,neo_pi_25,neo_pi_26,neo_pi_27,neo_pi_28,neo_pi_29,neo_pi_30,neo_pi_31,neo_pi_32,neo_pi_33,neo_pi_34,neo_pi_35,neo_pi_36,neo_pi_37,neo_pi_38,neo_pi_39,neo_pi_40,neo_pi_41,neo_pi_42,neo_pi_43,neo_pi_44,neo_pi_45,neo_pi_46,neo_pi_47,neo_pi_48,neo_pi_49,neo_pi_50,growth_mind_set_1,growth_mind_set_2,growth_mind_set_3,growth_mind_set_4,growth_mind_set_5,growth_mind_set_6,growth_mind_set_7,growth_mind_set_8,catch_question,catch_question_1,catch_question_2,ucmrt_1,ucmrt_2,ucmrt_3,ucmrt_4,ucmrt_5,ucmrt_6,ucmrt_7,ucmrt_8,ucmrt_9,sandia_matrices_1,sandia_matrices_2,sandia_matrices_4,sandia_matrices_5,sandia_matrices_6,sandia_matrices_7,sandia_matrices_8,sandia_matrices_9,sandia_matrices_3,grit_interest,grit_effort,adhd_1_sig,adhd_2_sig,adhd_3_sig,adhd_4_sig,adhd_5_sig,adhd_6_sig,sandia_1_correct,sandia_2_correct,sandia_3_correct,sandia_4_correct,sandia_5_correct,sandia_6_correct,sandia_7_correct,sandia_8_correct,sandia_9_correct,ucmrt_1_correct,ucmrt_2_correct,ucmrt_3_correct,ucmrt_4_correct,ucmrt_5_correct,ucmrt_6_correct,ucmrt_7_correct,ucmrt_8_correct,ucmrt_9_correct
SEP_3_0717,R_3Pi3bj1NhINFsGY,Fall-2020,2020-12-01T20:32:04Z,2020,2020-2021,Fall,91,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3,0.388888889,0.444444444,0.333333333,3,4,3.8,3.1,3.8,0,3,6,3,4,4,2,4,3,2,2,2,3,2,2,4,4,2,2,4,2,4,2,4,2,4,2,2,4,4,2,4,2,4,4,3,2,2,2,2,2,4,4,2,4,4,2,2,4,4,2,2,3,4,4,2,3,2,2,4,4,2,2,4,4,4,2,6,2,6,2,6,2,6,2,4,5,2,5,7,6,3,2,4,8,6,7,8,4,1,8,2,7,4,5,5,3.5,2.5,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
SEP_3_0718,R_2rxBTfcXNieuVRp,Fall-2020,2020-12-01T20:46:42Z,2020,2020-2021,Fall,91,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.75,0.888888889,1,0.777777778,2.2,2.1,4.1,4.1,4.6,0,2,4,3,3,4,4,3,3,2,2,2,2,3,3,4,3,3,3,2,5,3,4,5,1,3,4,2,4,2,5,1,4,5,5,3,4,2,5,1,4,4,5,2,5,5,4,1,1,3,2,1,5,1,4,2,1,3,5,3,4,1,4,1,5,1,2,4,3,4,3,4,5,3,4,4,5,2,5,7,6,2,1,8,2,6,5,8,7,5,6,5,8,5,5,5,3.25,2.25,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
SEP_3_0719,R_2Sq1PqNDcGeDISZ,Fall-2020,2020-12-01T20:53:45Z,2020,2020-2021,Fall,91,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.75,0.277777778,0.222222222,0.333333333,3.1,2.5,3.9,4,2.7,1,4,6.875,2,1,3,2,3,2,3,2,2,3,5,4,3,4,4,2,1,5,1,1,4,5,4,1,2,3,2,4,4,4,2,4,1,1,2,2,1,1,1,2,3,2,4,2,1,3,1,1,1,2,1,1,2,3,4,3,5,5,4,4,1,5,3,3,7,1,6,1,7,1,7,1,4,5,2,5,6,3,2,6,6,3,2,8,8,7,1,5,6,5,4,7,5,2.5,3,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
SEP_3_0720,R_3ltCUSlqmwvD17b,Fall-2020,2020-12-02T00:15:27Z,2020,2020-2021,Fall,91,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.5,0.5,0.444444444,0.555555556,4.1,3.4,2.4,4.2,2.4,1,6,2.5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,5,2,2,1,4,1,3,5,5,5,1,5,2,1,1,1,2,5,2,1,4,4,4,4,4,4,4,1,1,5,2,3,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,1,7,1,1,1,1,1,7,4,5,2,5,7,1,3,5,8,1,4,5,8,1,4,6,5,7,3,7,5,1,4,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1
SEP_3_0721,R_3Di1C7lfk0Etbaf,Fall-2020,2020-12-02T07:14:47Z,2020,2020-2021,Fall,91,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.625,0.611111111,0.666666667,0.555555556,3.9,1.6,3.6,3.1,3.9,0,2,6.125,2,3,2,2,3,4,4,1,3,2,2,3,4,2,4,4,3,4,2,2,5,4,2,2,2,2,2,4,4,2,5,4,4,4,2,4,4,5,4,4,4,2,5,2,2,5,2,2,2,4,2,2,4,2,4,5,2,4,1,5,5,4,1,2,5,1,5,1,5,2,7,1,4,5,2,5,3,6,2,1,6,1,6,5,8,6,5,6,4,7,3,3,5,2.75,2.5,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1
SEP_3_0722,R_ctDiA51SvP5aKhX,Fall-2020,2020-12-02T11:25:58Z,2020,2020-2021,Fall,91,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.125,0.388888889,0.444444444,0.333333333,1.8,4.2,4.2,4.1,4.5,1,4,5.25,4,3,4,2,3,2,2,1,3,3,4,4,2,2,1,2,4,5,5,4,5,3,4,5,3,3,4,3,1,4,4,5,1,1,1,3,3,3,3,5,1,5,4,3,2,1,5,1,1,5,1,5,1,1,5,2,4,4,1,1,1,5,3,1,5,3,3,3,6,2,6,2,4,5,2,5,7,2,2,7,4,1,6,7,8,7,5,8,4,8,4,7,4,3.25,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
SEP_3_0723,R_2VqYrso221u8oO9,Fall-2020,2020-12-02T13:05:50Z,2020,2020-2021,Fall,92,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.875,0.722222222,0.777777778,0.666666667,3.6,3.3,3.5,2.4,3.6,1,4,3.625,3,1,3,2,2,2,2,2,3,2,2,4,4,4,4,4,3,2,4,3,4,3,2,3,4,2,2,2,3,4,4,4,5,2,2,2,3,3,2,4,4,4,4,2,4,3,3,4,3,4,4,4,4,2,2,2,2,4,2,3,4,4,2,2,6,6,6,5,3,5,3,5,4,5,2,5,7,6,2,1,8,1,1,5,8,7,2,6,1,7,5,8,5,2.5,3.25,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
SEP_3_0724,R_zd2ngxcQaZRbOjT,Fall-2020,2020-12-02T14:26:03Z,2020,2020-2021,Fall,92,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.75,0.555555556,0.777777778,0.333333333,2.1,3.7,4.1,4.3,4.1,0,0,4.5,2,2,2,2,3,3,2,2,2,1,2,3,3,2,1,2,4,4,4,1,5,3,4,2,3,5,3,2,1,3,4,5,1,3,2,2,3,2,5,5,2,5,5,3,1,3,4,4,2,4,2,4,2,3,4,3,5,5,2,2,2,5,4,2,4,3,3,2,4,5,6,3,4,5,2,5,7,5,2,1,4,2,6,5,2,7,7,6,2,7,2,7,4,2.5,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1
SEP_3_0725,R_3e2lRaFi1mLyu9B,Fall-2020,2020-12-02T15:30:22Z,2020,2020-2021,Fall,92,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.125,0.555555556,0.666666667,0.444444444,2,2.6,4.1,3.4,4.8,0,1,5.875,3,2,3,1,3,3,2,2,2,2,1,3,4,2,1,2,4,5,4,3,5,1,4,5,1,1,3,4,2,3,5,5,3,4,1,4,3,5,2,5,2,4,4,2,1,1,3,1,2,4,1,4,1,1,2,3,4,4,1,4,2,5,2,2,7,3,5,3,6,2,7,2,4,5,2,5,3,5,2,1,8,1,6,5,8,4,8,8,2,7,5,7,5,3,3.25,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1
SEP_3_0726,R_1GJJ33ySlVN3VYy,Fall-2020,2020-12-02T17:00:01Z,2020,2020-2021,Fall,92,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3,0.277777778,0.222222222,0.333333333,2.9,4,3.2,4.2,4,0,3,5.25,1,2,4,2,2,3,1,1,2,4,4,4,2,2,1,4,4,5,5,2,3,2,3,2,2,4,4,2,3,2,5,5,2,2,5,2,2,2,5,5,2,3,3,3,2,2,3,2,2,4,2,4,2,2,3,2,4,4,1,1,4,4,3,2,6,3,5,3,6,3,5,3,4,5,2,2,3,6,2,8,3,5,5,6,8,4,1,6,6,8,8,3,5,2.5,3.5,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
SEP_3_0727,R_2cAYG88hUC7jteK,Fall-2020,2020-12-02T22:02:11Z,2020,2020-2021,Fall,92,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.125,0.5,0.666666667,0.333333333,1.5,3.5,3.7,3,4.5,0,1,5.875,3,3,4,1,3,3,2,2,3,2,2,3,2,3,1,2,4,3,4,4,4,3,4,3,2,3,3,2,2,3,5,4,4,2,2,5,4,4,2,5,1,4,4,3,1,2,4,5,2,4,2,4,1,1,4,2,5,4,1,2,2,5,2,3,6,2,5,2,6,2,6,2,4,5,2,5,7,7,2,1,8,1,6,7,8,4,8,1,2,7,4,5,5,3.25,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0
SEP_3_0728,R_2X724rpxcmyPklq,Fall-2020,2020-12-02T23:31:11Z,2020,2020-2021,Fall,92,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.125,0.5,0.444444444,0.555555556,2.8,4,3.6,3.9,3.6,1,5,5,3,2,3,1,3,3,2,2,2,3,3,4,5,5,4,2,4,4,5,2,4,3,4,3,4,3,4,2,4,3,4,5,2,2,4,3,1,2,3,4,2,4,4,2,2,2,4,2,3,4,2,4,2,3,3,1,4,4,2,3,2,4,3,2,3,1,4,3,5,2,4,2,4,5,2,8,5,6,2,1,3,5,6,2,8,7,7,6,4,7,6,7,5,3,3.25,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0
SEP_3_0729,R_2bUI4bV5uvfK5YV,Fall-2020,2020-12-03T12:31:57Z,2020,2020-2021,Fall,93,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.25,0.277777778,0.333333333,0.222222222,2.1,2.9,3.8,4,2.9,1,4,4.125,2,2,2,3,3,1,3,2,1,3,2,4,4,4,2,2,4,4,4,1,2,4,4,4,2,4,4,4,2,2,3,4,1,3,3,4,1,4,4,4,2,5,5,2,2,3,3,3,2,2,4,3,2,4,4,3,3,4,5,5,1,4,4,2,5,3,4,3,3,5,3,3,4,5,2,5,5,7,3,2,8,2,4,2,8,7,8,1,3,5,6,1,3,2,2.5,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
SEP_3_0730,R_ZjBNlmndhmPgWIN,Fall-2020,2020-12-03T14:15:18Z,2020,2020-2021,Fall,93,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2,0.888888889,0.888888889,0.888888889,2.5,3.7,2.3,3.7,3.1,0,3,5.5,1,2,1,2,2,1,3,2,2,4,5,3,5,3,3,5,2,4,4,3,2,5,3,4,3,2,4,3,3,1,5,4,2,1,3,4,2,4,4,4,2,1,2,5,4,2,3,3,2,4,1,4,3,4,3,1,3,4,2,2,1,4,3,2,7,4,2,1,5,2,7,2,4,5,2,5,7,6,2,1,8,1,6,5,8,1,5,6,5,7,5,6,5,1.25,2.75,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SEP_3_0731,R_1OIxlMsYFLFZHSV,Fall-2020,2020-12-03T14:41:14Z,2020,2020-2021,Fall,93,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3,0.611111111,0.666666667,0.555555556,3.5,3.3,3.8,3.3,3.7,0,1,2.625,4,4,3,2,3,3,1,2,1,1,2,3,3,4,4,3,2,4,4,3,4,4,3,2,2,1,1,2,3,3,4,4,2,2,2,2,2,3,2,5,4,4,4,2,3,1,4,2,2,3,2,4,3,2,2,2,4,4,1,3,4,5,2,2,3,6,3,5,3,6,3,6,4,5,2,5,7,6,2,1,5,1,4,5,8,5,4,6,1,7,5,8,5,3.25,2.75,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1
SEP_3_0732,R_yUANVvnUXpZTpuh,Fall-2020,2020-12-03T15:31:17Z,2020,2020-2021,Fall,93,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.625,0.5,0.666666667,0.333333333,3.9,4.1,3.6,3.2,2.8,0,1,5.5,3,4,3,1,3,1,2,2,2,2,1,3,5,2,4,4,2,3,4,4,5,4,2,2,4,4,4,2,3,2,2,3,4,1,4,1,2,3,4,2,4,5,4,4,3,2,3,2,1,4,3,4,4,4,3,1,3,5,2,1,4,5,4,2,6,2,5,3,6,3,5,2,4,5,2,5,2,5,2,1,8,1,6,5,8,2,4,6,2,8,4,7,5,2.5,2.75,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1
SEP_3_0733,R_2dzos3Fn2JTtmC1,Fall-2020,2020-12-03T17:07:29Z,2020,2020-2021,Fall,93,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3,0.5,0.444444444,0.555555556,2,4.4,3,4.1,3.9,1,4,5.875,3,2,4,2,4,1,2,2,2,3,3,4,5,2,2,4,4,4,5,3,4,5,4,5,4,2,5,2,2,1,4,5,1,1,2,2,1,2,4,5,2,4,5,5,2,2,5,4,2,5,2,1,1,4,5,1,4,4,1,1,2,5,5,3,6,2,2,1,6,1,6,1,4,5,2,8,7,2,2,1,8,6,4,6,8,2,6,6,8,7,6,6,5,3,3,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
SEP_3_0734,R_2f7humyMybAxDq3,Fall-2020,2020-12-03T21:11:37Z,2020,2020-2021,Fall,93,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3,0.555555556,0.666666667,0.444444444,3,4.2,4.2,4.4,4.2,1,4,5,2,4,3,2,4,4,1,2,3,2,3,4,4,2,4,4,4,5,5,2,5,5,2,4,2,2,4,1,2,4,4,5,1,2,2,3,2,3,4,5,4,4,5,2,1,1,5,2,2,5,1,5,3,2,5,1,4,5,1,4,2,5,4,1,4,3,5,3,5,3,6,3,4,5,2,5,2,6,2,1,8,1,6,2,8,2,7,6,2,7,4,5,5,3.25,2.75,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0
SEP_3_0735,R_3ER7tbNfXMFHlBe,Fall-2020,2020-12-04T01:55:20Z,2020,2020-2021,Fall,93,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.5,0.222222222,0.222222222,0.222222222,3.7,3.1,2.1,3.6,3,0,3,3.75,3,2,2,3,2,3,2,3,3,4,2,3,4,3,4,4,3,2,3,2,2,3,2,3,4,3,3,4,4,4,4,4,2,2,4,2,1,4,4,3,4,1,2,5,3,2,2,2,4,4,4,4,4,4,4,2,2,3,3,2,2,3,3,4,4,5,4,3,3,4,4,5,4,5,2,5,5,3,5,6,4,5,5,5,8,2,6,6,4,2,7,5,4,2.5,2.5,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
SEP_3_0736,R_3nCPgSSco8MPC3m,Fall-2020,2020-12-04T02:09:05Z,2020,2020-2021,Fall,93,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2,0.611111111,0.888888889,0.333333333,4,3.7,4,4,3.4,1,4,3,1,3,1,1,2,1,3,2,2,3,3,4,5,3,4,2,2,5,4,2,4,5,2,2,1,4,3,2,2,4,2,4,2,2,3,1,2,4,4,3,3,4,5,3,1,4,4,3,3,4,1,4,5,1,4,2,1,4,1,2,5,4,4,2,3,5,3,6,3,5,3,4,4,5,2,5,7,6,2,1,8,1,6,5,8,2,7,6,2,1,3,7,5,1.25,2.75,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1
SEP_3_0737,R_12Pa7oTxlfmYOCF,Fall-2020,2020-12-04T13:13:03Z,2020,2020-2021,Fall,94,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2,0.222222222,0.333333333,0.111111111,4.1,2.1,2.4,3.1,3.4,1,6,5.375,1,3,1,2,1,1,1,2,5,4,4,5,5,4,4,4,3,3,2,1,2,1,2,2,3,4,4,4,4,1,1,1,4,4,4,3,3,5,5,4,5,3,4,5,3,4,3,1,4,2,3,1,4,2,3,4,3,3,1,4,5,5,2,3,5,2,3,1,6,2,4,2,4,5,2,5,5,5,5,4,5,1,6,5,8,1,7,2,7,8,3,7,4,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
SEP_3_0738,R_p4v3Ztk6zyNNrkB,Fall-2020,2020-12-04T13:20:56Z,2020,2020-2021,Fall,94,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.375,0.166666667,0.222222222,0.111111111,2.2,3.3,3.4,3.2,3.3,0,2,4.375,2,2,3,2,1,2,2,3,2,3,4,3,2,3,1,3,4,3,5,2,5,2,4,4,3,2,4,4,2,3,4,4,2,3,4,3,2,3,2,3,3,3,2,2,1,2,3,3,3,2,4,4,2,3,3,4,4,5,4,3,2,4,4,3,5,2,3,4,3,3,4,3,4,5,2,8,7,6,3,7,5,6,7,2,4,8,2,1,4,3,4,3,5,2,2.75,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SEP_3_0739,R_eM5jvPPpg4K64Ux,Fall-2020,2020-12-04T14:05:02Z,2020,2020-2021,Fall,94,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.625,0.888888889,0.888888889,0.888888889,1.7,3.4,4,3.8,3.6,1,5,7,4,1,3,1,4,3,1,2,4,5,4,2,4,5,1,2,4,3,4,3,4,2,4,4,2,4,4,3,1,2,4,5,1,3,4,4,1,4,3,4,1,4,4,1,3,1,3,2,2,3,2,4,2,3,1,2,5,4,1,2,1,4,3,1,7,1,7,1,7,1,7,1,4,5,2,5,7,6,2,1,8,1,6,5,8,7,4,6,5,7,5,6,5,3.5,3.75,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SEP_3_0740,R_beZyfMoQZdyF37X,Fall-2020,2020-12-04T18:39:43Z,2020,2020-2021,Fall,94,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2,0.5,0.555555556,0.444444444,3,1.7,2.8,3.6,3.9,0,3,6,3,3,2,3,2,2,4,3,2,4,4,5,3,2,4,4,2,4,1,2,3,1,2,2,5,2,2,5,2,2,4,4,2,4,4,3,2,5,4,4,2,3,4,4,2,2,2,2,3,4,2,3,3,2,2,4,4,4,1,5,2,5,2,2,6,2,6,2,6,2,6,2,4,5,2,5,7,6,3,1,3,5,6,7,8,7,7,4,2,7,5,8,4,2.25,1.75,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0
SEP_3_0741,R_ZmD9Gd5jUFLAtZ7,Fall-2020,2020-12-04T18:50:22Z,2020,2020-2021,Fall,94,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3.625,0.444444444,0.333333333,0.555555556,2.1,4.7,3.6,4.2,4.2,0,3,4.875,3,2,4,1,4,3,1,1,3,3,2,3,2,5,1,5,3,4,5,2,5,5,5,5,4,5,5,1,3,5,5,5,3,2,2,4,2,2,5,5,1,4,4,2,2,2,5,1,3,5,1,5,1,1,3,1,4,5,1,2,4,5,5,3,6,3,2,2,4,3,5,2,4,5,2,5,2,1,5,6,8,6,6,7,8,7,4,6,2,6,7,6,5,3.5,3.75,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
SEP_3_0742,R_5n04Cc0sbvuMU1j,Fall-2020,2020-12-04T19:22:20Z,2020,2020-2021,Fall,94,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.875,0.388888889,0.555555556,0.222222222,3.2,2.9,3.5,3.8,3.9,1,5,6.5,3,2,2,2,3,3,2,2,4,2,3,4,4,4,4,4,2,4,4,2,4,2,4,2,2,3,2,4,4,4,4,4,2,4,2,3,3,3,4,4,4,4,4,4,2,2,4,2,2,5,2,4,3,2,4,4,4,4,2,4,2,4,4,3,6,1,6,1,6,1,6,1,4,5,2,5,2,6,8,1,1,2,4,5,8,3,2,6,4,8,2,5,4,2.75,3,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
SEP_3_0743,R_SBQjSzb1T8bYjS1,Fall-2020,2020-12-04T19:30:19Z,2020,2020-2021,Fall,94,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.75,0.5,0.555555556,0.444444444,3.8,3.4,4.1,4.7,4.2,0,3,4.375,3,3,2,1,3,3,3,2,4,2,3,3,4,2,4,3,4,4,4,2,5,2,2,2,3,5,3,2,3,4,5,5,1,2,4,2,2,4,5,4,3,4,5,3,1,1,4,2,1,4,1,4,4,2,5,1,3,5,1,3,5,5,1,2,3,3,3,3,5,4,5,3,4,5,2,5,7,6,2,1,4,7,4,4,8,7,4,8,2,8,4,6,5,2.75,2.75,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
SEP_3_0744,R_ctP9h1wZNrhQsWB,Fall-2020,2020-12-04T19:38:02Z,2020,2020-2021,Fall,94,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,3,0.5,0.555555556,0.444444444,2.1,3.8,3.6,3.3,4.2,0,2,6,3,3,3,2,4,3,2,2,3,2,2,4,3,3,1,3,4,2,4,3,4,2,3,4,3,2,4,2,1,3,3,4,2,2,2,2,3,4,3,4,2,4,4,3,2,2,4,4,2,5,2,4,1,2,4,2,4,4,1,2,3,5,4,2,6,2,5,2,6,2,6,1,4,5,2,5,7,6,3,1,5,2,5,6,8,3,5,6,2,1,3,3,5,3.25,2.75,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0
SEP_3_0745,R_1QMUYNAkwpIzw0P,Fall-2020,2020-12-05T16:04:21Z,2020,2020-2021,Fall,95,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.5,0.611111111,0.777777778,0.444444444,2.6,3.8,2.8,3.4,3.8,1,4,4.875,3,3,3,2,3,2,3,3,3,3,3,4,2,3,3,4,3,4,4,3,3,3,3,4,5,4,4,3,3,3,4,4,3,3,4,4,4,2,3,4,3,3,3,4,1,2,4,3,2,3,2,4,3,2,3,2,4,4,1,2,2,5,4,3,6,3,5,4,4,3,5,3,4,5,2,5,7,6,2,1,4,2,6,7,8,6,2,6,5,8,3,5,5,2.75,2.25,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0
SEP_3_0746,R_3oC0M0NL4Lcf9l9,Fall-2020,2020-12-05T16:42:29Z,2020,2020-2021,Fall,95,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.5,0.444444444,0.444444444,0.444444444,2.1,3.1,4,3.1,4.2,0,2,6,1,3,1,1,2,2,1,1,2,1,2,4,5,2,2,4,3,3,4,4,4,3,4,2,3,4,3,2,2,5,4,4,3,4,4,4,4,4,5,5,2,5,5,2,1,4,4,4,2,5,3,4,2,1,3,4,5,5,1,4,2,5,4,3,6,1,5,3,6,2,6,1,4,5,2,7,7,6,2,6,5,6,6,3,8,7,5,8,2,8,4,1,5,1.5,3.5,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
SEP_3_0747,R_2CqdFCcSgtonrUE,Fall-2020,2020-12-05T20:02:01Z,2020,2020-2021,Fall,95,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,1.625,0.666666667,0.555555556,0.777777778,4.4,2.5,1.5,3.3,4,1,5,5.5,1,3,1,1,1,1,4,3,5,5,5,5,5,2,4,5,4,3,4,5,1,3,1,1,5,4,3,2,4,1,4,4,1,4,3,1,2,5,3,5,4,2,1,5,2,3,2,3,3,4,3,4,5,3,3,4,2,1,1,5,5,5,2,3,5,1,5,3,5,2,5,2,4,5,2,6,7,5,3,1,6,2,6,5,8,2,7,6,5,7,5,6,5,1,2.25,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
SEP_3_0748,R_2nsCziQFKj6FTod,Fall-2020,2020-12-06T11:54:39Z,2020,2020-2021,Fall,95,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.125,0.444444444,0.555555556,0.333333333,3.5,2.9,2.7,3.9,3.9,0,3,4.5,2,4,2,2,1,2,2,2,4,2,3,4,3,2,3,4,2,5,4,2,4,2,2,2,4,4,2,4,3,2,4,4,2,2,2,2,2,4,4,4,4,2,4,4,2,2,3,3,3,3,2,4,2,1,2,2,2,3,1,4,4,4,2,3,5,3,4,4,4,3,4,3,4,5,2,5,7,7,2,2,3,2,6,6,8,3,6,8,2,7,8,3,5,1.75,2.5,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
SEP_3_0749,R_3Mmy9Iy9jmZNhOj,Fall-2020,2020-12-06T12:50:27Z,2020,2020-2021,Fall,96,9/2/2020,2017-2023_Generic_Post_Survey,post-study-survey_2020-2021,2.25,0.5,0.555555556,0.444444444,3.7,3.4,2.6,2.7,4,0,2,5.75,3,4,2,3,3,3,3,3,2,2,2,5,5,2,2,4,4,2,3,4,4,3,2,2,4,2,2,2,4,1,4,4,2,2,2,2,3,4,2,4,3,2,4,5,2,4,4,2,2,4,3,4,4,2,3,2,2,4,2,3,4,5,4,4,6,2,5,3,6,2,6,2,4,5,2,5,7,6,2,1,4,1,4,7,8,1,6,8,5,1,5,1,5,2.75,1.75,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0
