participant_id,participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,Q34,Q36,Q38,Q40,Q42,Q44,Q46,Q48,Q50,Q52,Q54,Q56,Q58,Q60,Q91,Q93,Q95,Q97,Q99,Q101,Q103,Q105,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,...43
SEP_2_0222,62702,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,4,7,5,7,4,6,6,5,2,1,2,5,6,1,6,NA,6,8,6,6,7,5,4,8,6,7,1,1,7,5,3,NA
SEP_2_0223,62133,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,7,5,5,2,6,7,2,2,7,2,3,2,5,6,NA,6,8,8,3,7,5,4,8,1,8,1,7,7,5,3,NA
SEP_2_0224,62731,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,5,5,5,8,8,6,2,2,7,2,4,5,8,6,NA,6,8,4,6,3,5,4,8,7,1,2,1,7,5,6,NA
SEP_2_0225,62168,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,3,8,5,5,7,5,1,7,1,2,1,5,8,3,5,5,NA,8,6,8,1,4,3,4,5,5,1,2,3,4,6,7,NA
SEP_2_0226,62071,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,2,4,6,6,7,7,2,2,7,1,4,5,8,7,NA,3,8,4,1,3,3,6,6,4,7,1,7,1,5,8,NA
SEP_2_0227,61917,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,7,5,5,2,8,7,2,2,7,7,6,2,5,1,NA,3,8,4,4,4,7,4,6,6,3,6,3,8,2,6,NA
SEP_2_0228,61642,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,7,5,6,3,8,7,2,2,1,2,2,5,1,1,NA,4,8,4,7,8,3,6,1,3,2,2,1,5,3,3,NA
SEP_2_0229,61723,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,8,5,5,8,1,6,6,2,2,7,6,5,7,5,6,NA,6,8,5,5,7,3,4,7,6,7,1,2,7,8,6,NA
SEP_2_0230,62781,spring-2019,2019-02-07T00:00:00Z,2019,2018-2019,spring,16,2019-01-22,2,8,5,4,4,1,7,4,6,2,2,7,8,3,8,5,2,NA,6,8,8,4,7,1,7,2,1,1,1,7,7,1,1,NA
SEP_2_0231,62050,spring-2019,2019-02-07T00:00:00Z,2019,2018-2019,spring,16,2019-01-22,2,8,5,7,5,5,4,6,6,5,2,7,2,3,5,5,6,NA,6,8,8,6,3,5,4,8,6,7,1,1,1,5,3,NA
SEP_2_0232,62801,spring-2019,2019-02-08T00:00:00Z,2019,2018-2019,spring,17,2019-01-22,2,8,5,7,5,7,4,6,7,5,2,7,5,5,5,5,6,NA,3,8,3,6,3,3,6,8,6,7,1,1,1,3,6,NA
SEP_2_0233,62188,spring-2019,2019-02-08T00:00:00Z,2019,2018-2019,spring,17,2019-01-22,2,7,5,7,5,6,6,6,4,4,2,1,6,3,3,5,6,NA,6,6,3,4,3,3,4,7,3,8,7,7,3,8,3,NA
SEP_2_0234,62624,spring-2019,2019-02-08T00:00:00Z,2019,2018-2019,spring,17,2019-01-22,2,8,5,1,5,8,4,6,7,5,2,7,5,8,7,1,4,NA,6,8,3,1,3,5,4,3,6,7,3,1,7,5,6,NA
SEP_2_0235,62499,spring-2019,2019-02-09T00:00:00Z,2019,2018-2019,spring,18,2019-01-22,2,8,5,1,5,5,6,6,7,2,2,8,7,3,8,1,1,NA,5,8,4,1,3,5,7,4,1,7,7,7,5,2,4,NA
SEP_2_0236,62196,spring-2019,2019-02-09T00:00:00Z,2019,2018-2019,spring,18,2019-01-22,2,8,5,7,5,5,6,8,6,2,2,7,2,5,7,1,6,NA,6,7,8,3,7,1,7,8,7,1,1,7,7,8,3,NA
SEP_2_0237,61641,spring-2019,2019-02-10T00:00:00Z,2019,2018-2019,spring,19,2019-01-22,2,8,5,7,5,5,2,6,6,5,2,7,2,5,6,5,6,NA,3,8,8,6,7,3,4,8,6,1,1,1,1,5,3,NA
SEP_2_0238,61803,spring-2019,2019-02-10T00:00:00Z,2019,2018-2019,spring,19,2019-01-22,2,8,5,1,5,7,1,6,6,2,2,8,2,3,8,5,6,NA,6,1,8,6,7,5,4,2,6,7,1,1,1,5,3,NA
SEP_2_0239,62165,spring-2019,2019-02-11T00:00:00Z,2019,2018-2019,spring,20,2019-01-22,2,7,5,6,5,5,2,6,6,2,2,7,5,5,6,5,7,NA,5,1,7,6,3,5,4,3,6,7,1,1,7,6,2,NA
SEP_2_0240,62183,spring-2019,2019-02-11T00:00:00Z,2019,2018-2019,spring,20,2019-01-22,2,8,5,7,5,5,8,6,6,2,2,7,2,3,1,5,4,NA,3,8,8,6,7,5,6,4,6,7,2,1,1,5,3,NA
SEP_2_0241,62581,spring-2019,2019-02-11T00:00:00Z,2019,2018-2019,spring,20,2019-01-22,2,8,5,7,5,1,7,6,6,5,2,7,2,3,7,5,7,NA,6,8,8,6,7,5,4,2,1,6,1,7,7,3,6,NA
SEP_2_0242,62575,spring-2019,2019-02-11T00:00:00Z,2019,2018-2019,spring,20,2019-01-22,2,8,5,7,5,5,7,6,7,5,2,7,2,3,6,4,6,NA,6,8,8,6,7,3,6,8,6,7,1,1,1,5,3,NA
SEP_2_0243,62943,spring-2019,2019-02-11T00:00:00Z,2019,2018-2019,spring,20,2019-01-22,2,8,5,5,5,5,7,6,7,1,2,7,6,1,6,5,2,NA,3,8,7,1,7,1,4,2,6,7,1,1,1,8,8,NA
SEP_2_0244,61660,spring-2019,2019-02-11T00:00:00Z,2019,2018-2019,spring,20,2019-01-22,2,3,5,5,6,7,8,8,4,7,4,6,7,1,8,8,7,NA,5,1,3,7,6,3,7,2,8,8,6,4,3,7,1,NA
SEP_2_0245,62773,spring-2019,2019-02-11T00:00:00Z,2019,2018-2019,spring,20,2019-01-22,2,8,5,2,5,5,6,6,4,2,2,7,2,3,5,5,6,NA,6,1,3,6,3,5,3,4,1,7,2,7,7,6,3,NA
SEP_2_0246,61928,spring-2019,2019-02-11T00:00:00Z,2019,2018-2019,spring,20,2019-01-22,2,8,5,5,5,8,6,6,1,2,2,7,7,5,5,5,3,NA,6,1,4,1,7,5,2,4,8,8,2,7,1,1,2,NA
SEP_2_0247,62253,spring-2019,2019-02-12T00:00:00Z,2019,2018-2019,spring,21,2019-01-22,2,8,5,7,5,7,3,6,3,2,2,8,2,4,5,5,6,NA,8,5,4,6,3,4,7,3,6,7,5,7,4,4,3,NA
SEP_2_0248,62441,spring-2019,2019-02-12T00:00:00Z,2019,2018-2019,spring,21,2019-01-22,2,8,5,8,5,2,4,8,3,1,2,7,2,3,5,5,6,NA,5,3,8,6,3,5,4,8,6,7,7,7,1,5,3,NA
SEP_2_0249,61729,spring-2019,2019-02-12T00:00:00Z,2019,2018-2019,spring,21,2019-01-22,2,8,5,5,5,7,4,6,2,2,2,7,6,3,8,5,4,NA,6,5,3,6,7,5,4,6,8,7,1,7,7,8,7,NA
SEP_2_0250,62625,spring-2019,2019-02-12T00:00:00Z,2019,2018-2019,spring,21,2019-01-22,2,8,4,4,5,5,6,6,7,5,2,8,2,3,7,5,7,NA,6,8,6,6,7,5,6,7,6,7,2,7,7,5,2,NA
SEP_2_0251,61983,spring-2019,2019-02-12T00:00:00Z,2019,2018-2019,spring,21,2019-01-22,2,8,5,4,5,3,4,6,4,5,2,7,2,3,2,8,6,NA,4,8,5,6,7,5,6,8,3,7,1,5,1,4,3,NA
SEP_2_0252,62058,spring-2019,2019-02-12T00:00:00Z,2019,2018-2019,spring,21,2019-01-22,2,8,5,7,5,7,6,1,4,2,2,7,2,3,5,5,6,NA,5,8,2,1,7,5,4,2,7,1,1,7,7,5,7,NA
SEP_2_0253,62077,spring-2019,2019-02-12T00:00:00Z,2019,2018-2019,spring,21,2019-01-22,2,8,5,2,5,4,8,1,7,5,8,8,4,5,6,8,3,NA,4,1,2,1,7,5,6,7,1,7,1,7,7,3,3,NA
SEP_2_0254,61758,spring-2019,2019-02-12T00:00:00Z,2019,2018-2019,spring,21,2019-01-22,2,8,5,2,5,4,6,3,7,5,5,8,2,4,7,1,1,NA,3,5,4,6,3,1,3,8,7,5,1,3,5,3,3,NA
SEP_2_0255,61942,spring-2019,2019-02-13T00:00:00Z,2019,2018-2019,spring,22,2019-01-22,2,8,5,1,4,1,2,6,1,2,2,7,2,3,5,5,6,NA,6,8,8,6,7,5,4,3,6,7,1,1,1,5,3,NA
SEP_2_0256,62814,spring-2019,2019-02-13T00:00:00Z,2019,2018-2019,spring,22,2019-01-22,2,8,5,7,5,1,5,6,1,2,6,8,4,4,3,5,7,NA,6,8,3,6,3,5,6,4,1,8,2,7,1,7,3,NA
SEP_2_0257,NA,spring-2019,2019-03-15T00:00:00Z,2019,2018-2019,spring,52,2019-01-22,2,8,5,7,5,5,1,6,6,2,2,7,2,4,8,5,7,7,6,1,4,6,3,1,6,4,1,7,1,7,1,5,6,NA
SEP_2_0258,NA,spring-2019,2019-03-29T00:00:00Z,2019,2018-2019,spring,66,2019-01-22,2,8,5,2,5,6,4,1,4,2,2,8,5,3,2,5,7,8,6,5,4,3,3,1,3,8,6,7,2,7,1,1,4,NA
SEP_2_0259,NA,spring-2019,2019-03-29T00:00:00Z,2019,2018-2019,spring,66,2019-01-22,2,8,4,7,6,6,6,8,6,2,2,7,2,4,2,8,4,2,6,6,7,3,3,1,4,6,7,7,2,6,5,8,3,NA
SEP_2_0260,NA,spring-2019,2019-04-05T00:00:00Z,2019,2018-2019,spring,73,2019-01-22,2,8,5,2,5,5,8,8,4,2,2,8,7,5,3,1,5,6,3,7,6,3,7,1,4,4,6,1,1,5,7,5,3,NA
SEP_2_0261,NA,spring-2019,2019-04-05T00:00:00Z,2019,2018-2019,spring,73,2019-01-22,2,8,2,7,5,1,7,6,5,2,2,7,5,3,5,5,6,7,6,3,7,7,4,5,6,3,6,3,2,7,7,6,3,NA
SEP_2_0262,NA,spring-2019,2019-04-05T00:00:00Z,2019,2018-2019,spring,73,2019-01-22,2,8,5,5,5,5,1,8,1,2,2,7,2,2,7,5,1,1,6,8,6,1,3,5,4,8,6,8,1,7,7,5,6,NA
SEP_2_0263,NA,spring-2019,2019-04-12T00:00:00Z,2019,2018-2019,spring,80,2019-01-22,2,4,4,6,2,8,3,5,1,8,3,2,6,3,7,4,6,3,1,6,7,3,8,5,1,5,7,6,4,2,4,1,2,NA
SEP_2_0264,NA,spring-2019,2019-04-12T00:00:00Z,2019,2018-2019,spring,80,2019-01-22,2,8,5,7,5,6,6,6,7,2,2,7,2,3,7,5,6,1,5,8,3,6,3,5,7,7,6,6,7,1,1,6,6,NA
SEP_2_0265,NA,spring-2019,2019-04-17T00:00:00Z,2019,2018-2019,spring,85,2019-01-22,2,8,2,4,5,3,6,8,8,2,2,8,8,4,7,5,5,5,6,5,5,2,8,1,4,6,6,6,2,7,7,5,2,NA
SEP_2_0266,NA,spring-2019,2019-04-22T00:00:00Z,2019,2018-2019,spring,90,2019-01-22,2,8,5,1,5,1,1,6,7,2,2,7,1,3,3,8,6,5,6,8,8,1,3,5,4,8,6,7,2,1,1,1,6,NA
SEP_2_0267,NA,spring-2019,2019-04-25T00:00:00Z,2019,2018-2019,spring,93,2019-01-22,2,1,8,3,3,7,3,3,4,5,7,3,3,3,5,1,4,3,5,6,5,1,7,6,5,5,5,5,6,8,4,6,3,NA
SEP_2_0268,NA,spring-2019,2019-04-26T00:00:00Z,2019,2018-2019,spring,94,2019-01-22,2,8,5,1,5,4,7,6,7,2,2,4,2,2,5,8,4,6,3,4,3,1,5,1,4,1,3,7,2,7,3,4,8,NA
SEP_2_0269,NA,spring-2019,2019-04-29T00:00:00Z,2019,2018-2019,spring,97,2019-01-22,2,8,5,8,5,5,2,6,3,5,2,8,2,3,6,5,8,3,6,8,8,6,7,3,4,3,6,7,1,7,7,5,3,NA
SEP_2_0270,NA,spring-2019,2019-04-29T00:00:00Z,2019,2018-2019,spring,97,2019-01-22,2,8,5,5,4,4,6,8,3,2,2,7,6,4,5,5,4,7,6,6,8,6,7,5,7,7,7,7,1,7,1,6,3,NA
SEP_2_0271,NA,spring-2019,2019-04-29T00:00:00Z,2019,2018-2019,spring,97,2019-01-22,2,8,5,5,5,5,7,1,3,2,2,7,2,3,8,5,6,5,3,8,5,1,3,5,4,8,7,7,1,1,7,5,6,NA
SEP_2_0272,NA,spring-2019,2019-04-30T00:00:00Z,2019,2018-2019,spring,98,2019-01-22,2,8,5,7,5,5,1,6,7,2,2,7,2,2,5,5,6,8,6,8,4,1,3,3,3,4,5,7,1,1,1,8,3,NA
SEP_2_0273,NA,spring-2019,2019-04-30T00:00:00Z,2019,2018-2019,spring,98,2019-01-22,2,8,5,2,5,5,8,6,7,2,2,7,2,3,5,5,6,7,6,8,3,6,3,1,6,3,6,7,1,1,1,3,3,NA
SEP_2_0274,NA,spring-2019,2019-04-30T00:00:00Z,2019,2018-2019,spring,98,2019-01-22,2,8,5,5,4,4,7,6,7,5,2,7,2,3,3,5,6,7,6,1,5,6,3,5,3,3,1,7,1,1,7,1,3,NA
SEP_2_0275,NA,spring-2019,2019-05-01T00:00:00Z,2019,2018-2019,spring,99,2019-01-22,2,8,5,6,5,2,1,1,6,5,2,7,6,3,5,5,4,4,6,7,5,3,3,5,6,6,7,7,1,1,7,5,4,NA
SEP_2_0276,NA,spring-2019,2019-05-01T00:00:00Z,2019,2018-2019,spring,99,2019-01-22,2,8,5,1,5,1,1,6,8,2,2,7,2,5,6,5,6,5,6,8,3,6,7,5,6,8,6,7,2,1,1,1,3,NA
SEP_2_0277,NA,spring-2019,2019-05-02T00:00:00Z,2019,2018-2019,spring,100,2019-01-22,2,3,5,5,5,7,2,1,8,2,2,7,4,4,5,4,7,2,6,5,7,8,2,1,4,7,8,1,2,7,5,7,3,NA
SEP_2_0278,NA,spring-2019,2019-05-03T00:00:00Z,2019,2018-2019,spring,101,2019-01-22,2,6,3,4,3,6,2,4,6,4,7,3,2,5,8,6,2,1,7,4,6,5,3,4,8,7,2,8,1,5,3,3,7,NA
SEP_2_0279,NA,spring-2019,2019-05-03T00:00:00Z,2019,2018-2019,spring,101,2019-01-22,2,8,5,1,5,4,3,8,1,8,8,8,1,5,1,8,2,6,6,8,4,3,7,3,5,8,7,8,7,7,7,8,3,NA
SEP_2_0280,NA,fall-2019,2019-09-24T00:00:00Z,2019,2019-2020,fall,20,2019-09-04,2,7,5,1,5,5,1,6,7,2,2,7,8,5,8,5,6,3,6,8,8,6,7,3,4,8,6,7,1,1,1,5,3,NA
SEP_2_0281,NA,fall-2019,2019-09-26T00:00:00Z,2019,2019-2020,fall,22,2019-09-04,2,8,5,1,5,1,5,6,1,3,2,8,2,3,7,8,8,2,5,8,8,1,7,1,4,7,6,7,1,5,1,8,6,NA
SEP_2_0282,NA,fall-2019,2019-09-27T00:00:00Z,2019,2019-2020,fall,23,2019-09-04,2,8,5,7,5,5,6,6,7,2,2,7,2,5,7,5,6,3,5,1,8,6,7,5,7,8,6,7,1,7,1,5,3,NA
SEP_2_0283,NA,fall-2019,2019-10-02T00:00:00Z,2019,2019-2020,fall,28,2019-09-04,2,7,5,7,5,5,5,6,7,2,2,7,2,3,7,5,6,7,5,1,4,6,3,1,7,4,6,7,1,5,7,5,3,NA
SEP_2_0284,NA,fall-2019,2019-10-04T00:00:00Z,2019,2019-2020,fall,30,2019-09-04,2,8,5,7,5,7,6,6,7,5,2,8,2,3,6,5,6,3,5,7,8,6,3,5,4,8,6,7,2,1,7,5,3,NA
SEP_2_0285,NA,fall-2019,2019-10-08T00:00:00Z,2019,2019-2020,fall,34,2019-09-04,2,8,5,7,5,7,3,6,7,2,2,7,7,3,4,5,6,3,6,8,8,4,3,5,6,3,6,7,7,7,7,1,3,NA
SEP_2_0286,NA,fall-2019,2019-10-09T00:00:00Z,2019,2019-2020,fall,35,2019-09-04,2,8,5,7,5,5,6,6,2,2,2,7,2,7,6,5,6,3,6,2,8,6,3,5,7,8,6,7,1,1,7,5,3,NA
SEP_2_0287,NA,fall-2019,2019-10-09T00:00:00Z,2019,2019-2020,fall,35,2019-09-04,2,8,5,5,5,5,5,6,6,2,2,7,2,5,6,5,6,7,6,8,8,6,3,3,6,8,6,7,1,1,1,5,3,NA
SEP_2_0288,NA,fall-2019,2019-10-10T00:00:00Z,2019,2019-2020,fall,36,2019-09-04,2,8,5,5,5,5,1,6,2,2,2,8,1,3,5,8,6,2,6,7,6,6,3,5,7,4,6,1,2,7,7,5,3,NA
SEP_2_0289,NA,fall-2019,2019-10-11T00:00:00Z,2019,2019-2020,fall,37,2019-09-04,2,8,5,7,5,7,6,6,7,2,8,7,2,7,1,2,4,3,1,1,4,6,3,5,7,8,1,7,2,1,1,5,3,NA
SEP_2_0290,NA,fall-2019,2019-10-17T00:00:00Z,2019,2019-2020,fall,43,2019-09-04,2,1,5,7,5,5,5,6,7,5,2,7,2,5,6,5,6,3,6,8,8,6,7,5,4,8,6,7,1,1,1,5,3,NA
SEP_2_0291,NA,fall-2019,2019-10-18T00:00:00Z,2019,2019-2020,fall,44,2019-09-04,2,8,5,1,5,1,6,6,1,2,2,8,2,5,5,5,4,7,3,1,3,6,3,5,6,8,1,7,7,7,7,1,3,NA
SEP_2_0292,NA,fall-2019,2019-10-18T00:00:00Z,2019,2019-2020,fall,44,2019-09-04,2,8,5,2,5,6,2,8,2,3,2,8,6,3,3,1,7,2,5,7,6,6,3,3,7,7,5,1,2,7,7,3,8,NA
SEP_2_0293,NA,spring-2020,2020-02-19T00:00:00Z,2020,2019-2020,spring,29,2020-01-21,2,5,3,3,6,8,8,8,8,8,8,8,8,8,8,5,8,6,6,4,8,5,8,8,6,8,8,8,8,8,8,8,8,NA
SEP_2_0294,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2021,spring,66,2020-01-21,2,8,5,7,5,5,5,6,7,2,2,7,8,3,2,1,6,3,6,8,4,6,7,5,4,8,6,1,1,5,1,5,6,NA
SEP_2_0295,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2022,spring,66,2020-01-21,2,8,5,2,5,4,7,6,4,2,2,7,2,4,7,5,6,7,6,8,5,6,7,3,4,8,6,7,1,1,1,5,2,NA
SEP_2_0296,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2023,spring,66,2020-01-21,2,8,5,8,5,2,6,4,4,5,8,8,7,6,6,8,4,6,4,8,3,6,3,8,6,8,4,1,1,7,7,1,3,NA
SEP_2_0297,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2024,spring,66,2020-01-21,2,8,5,3,4,6,6,1,1,5,2,8,4,3,5,1,7,4,1,1,3,5,3,1,5,5,7,7,7,7,1,8,3,NA
SEP_2_0298,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2025,spring,66,2020-01-21,2,8,5,5,5,6,5,5,5,5,1,7,4,3,5,5,8,3,4,8,8,4,3,5,7,3,3,7,1,1,1,5,3,NA
SEP_2_0299,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2026,spring,66,2020-01-21,2,8,5,7,5,4,8,6,7,2,2,7,7,3,6,8,6,3,6,8,8,5,3,3,6,8,6,7,1,7,7,1,3,NA
SEP_2_0300,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2027,spring,66,2020-01-21,2,8,8,1,5,6,8,6,1,2,2,7,2,3,7,5,8,3,3,8,8,6,7,5,4,8,7,1,1,7,7,7,7,NA
SEP_2_0301,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2028,spring,66,2020-01-21,2,7,2,8,1,4,2,8,7,5,8,8,6,5,5,5,2,1,4,7,8,8,3,3,8,1,6,7,7,7,7,5,3,NA
SEP_2_0302,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2029,spring,66,2020-01-21,2,8,5,1,5,6,5,6,6,2,2,7,2,5,6,5,6,3,6,8,8,6,7,5,4,8,7,7,1,7,7,5,3,NA
SEP_2_0303,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2030,spring,66,2020-01-21,2,8,5,7,5,5,1,6,7,2,2,8,2,2,6,5,6,3,6,1,5,6,7,5,4,8,6,1,1,1,7,8,3,NA
SEP_2_0304,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2031,spring,66,2020-01-21,2,8,2,8,5,4,1,6,8,2,2,1,3,4,2,5,1,2,8,1,4,6,3,1,6,4,6,1,7,7,1,1,8,NA
SEP_2_0305,NA,spring-2020,2020-03-27T00:00:00Z,2020,2019-2032,spring,66,2020-01-21,2,8,5,3,4,1,8,4,2,4,2,7,8,1,8,5,2,3,4,2,1,3,6,5,6,2,8,8,2,7,5,8,4,NA
SEP_2_0306,NA,spring-2019,2019-04-19T00:00:00Z,2019,2018-2019,spring,87,2019-01-22,2,8,5,1,5,1,6,6,7,2,2,7,2,3,5,8,6,5,6,5,6,4,7,1,7,8,6,7,7,1,7,1,3,NA
SEP_2_0307,NA,spring-2020,2020-02-19T00:00:00Z,2020,2019-2020,spring,29,2020-01-21,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA
SEP_2_0308,NA,spring-2020,2020-02-20T00:00:00Z,2020,2019-2020,spring,30,2020-01-21,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
