participant_id,date,participant_id_dataset,grit_1,grit_2,grit_3,grit_4,grit_5,catch_question,grit_6,grit_7,grit_8,adhd_1,adhd_2,adhd_3,adhd_4,adhd_5,adhd_6,neo_pi_1,neo_pi_2,neo_pi_3,neo_pi_4,neo_pi_5,neo_pi_6,neo_pi_7,neo_pi_8,neo_pi_9,neo_pi_10,neo_pi_11,neo_pi_12,neo_pi_13,neo_pi_14,neo_pi_15,neo_pi_16,neo_pi_17,neo_pi_18,catch_question_1,neo_pi_19,neo_pi_20,neo_pi_21,neo_pi_22,neo_pi_23,neo_pi_24,neo_pi_25,neo_pi_26,neo_pi_27,neo_pi_28,neo_pi_29,neo_pi_30,neo_pi_31,neo_pi_32,neo_pi_33,neo_pi_34,neo_pi_35,neo_pi_36,neo_pi_37,catch_question_2,neo_pi_38,neo_pi_39,neo_pi_40,neo_pi_41,neo_pi_42,neo_pi_43,neo_pi_44,neo_pi_45,neo_pi_46,neo_pi_47,neo_pi_48,neo_pi_49,neo_pi_50,growth_mind_set_1,growth_mind_set_2,growth_mind_set_3,growth_mind_set_4,growth_mind_set_5,growth_mind_set_6,growth_mind_set_7,growth_mind_set_8,ucmrt_1,ucmrt_2,ucmrt_3,ucmrt_4,ucmrt_5,ucmrt_6,ucmrt_7,ucmrt_8,ucmrt_9,sandia_matrices_1,sandia_matrices_2,sandia_matrices_4,sandia_matrices_5,sandia_matrices_6,sandia_matrices_7,sandia_matrices_8,sandia_matrices_9,sandia_matrices_3
64539,2019-11-05T16:12:58Z,R_2doTgYQDB6QSBFV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64099,2019-11-06T18:24:05Z,R_3rxq6pSgcMj62hX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65027,2019-11-07T09:56:34Z,R_2eOI96AnsUGVt8b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64707,2019-11-14T12:20:06Z,R_cIr3sjdruPXYlrj,3,3,3,3,3,4,3,3,3,5,5,5,5,5,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,12,7,10,7,10,7,10,7,5,7,5,7,6,3,4,6,6,8,6,5,7,7,3,5,4,7
65031,2019-11-07T16:47:44Z,R_3JBZyGTn7sniwx4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65344,2019-11-14T19:27:35Z,R_3eC6cqg1HuNgdpf,1,3,1,1,2,2,2,3,2,3,4,2,4,2,4,4,5,4,3,3,1,3,3,3,1,4,3,3,5,4,1,3,3,1,2,3,3,3,2,3,3,3,4,3,3,5,3,2,3,2,3,4,3,3,4,4,3,3,3,1,3,1,3,5,3,4,2,9,9,10,7,8,8,9,8,2,7,5,7,8,3,1,6,5,8,7,6,8,4,7,7,8,5
66136,2019-11-14T23:15:43Z,R_3CBFpMmtOr0zuvb,3,3,1,1,2,4,3,1,1,2,5,2,4,4,4,1,4,4,2,5,5,2,5,4,5,2,1,5,3,2,4,4,4,5,2,4,5,4,2,5,5,5,5,5,5,2,2,5,5,3,2,5,4,4,4,2,5,3,2,3,3,2,4,3,5,3,3,8,6,10,6,8,8,9,7,4,7,6,5,8,6,7,4,6,8,7,4,8,5,2,2,6,5
64842,2019-11-08T13:09:15Z,R_2t4oPukCR1R0nqa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65784,2019-11-08T15:48:52Z,R_1FCCsDAAzNISIpf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65837,2019-11-08T16:59:40Z,R_12r4DsipfaGxLFq,3,2,2,1,2,4,3,2,1,2,3,2,4,5,4,1,2,3,2,4,4,4,3,4,3,4,2,2,4,2,3,4,4,5,4,4,4,4,4,4,2,4,1,4,4,4,1,5,2,5,2,3,4,4,4,1,2,3,4,4,4,2,2,1,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,8,3,1,4,2,6,5,8,7,7,4,7,8,3,7,5
66045,2019-11-16T19:35:21Z,R_31HJsS4JWBZ5ZwI,4,3,4,1,4,4,3,1,1,2,1,2,2,5,2,1,3,4,3,5,2,5,2,2,2,1,1,4,2,4,5,5,4,1,4,1,3,4,1,3,2,5,1,5,5,3,1,4,5,4,1,5,2,2,5,2,1,4,1,2,5,1,2,4,5,4,3,12,6,11,6,12,6,12,6,5,7,6,2,2,8,6,3,5,8,7,5,6,2,1,3,2,5
65171,2019-11-17T19:59:37Z,R_12Gw0bZ9TnTVrft,3,2,2,1,3,4,3,2,2,2,2,2,2,3,2,2,2,3,2,5,1,5,4,3,3,1,2,4,2,3,4,2,3,5,4,1,4,2,3,2,2,4,1,4,5,3,2,4,4,4,2,4,4,4,3,3,3,4,2,3,4,2,3,1,5,5,3,10,8,10,8,10,8,10,8,5,7,5,3,6,5,1,4,4,8,4,2,6,2,1,2,7,5
65627,2019-11-13T17:53:06Z,R_2YD1agT3InipjN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65774,2019-11-16T12:47:42Z,R_3fjXyToPQpSFw5S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65278,2019-11-16T15:07:34Z,R_tLJMkTWFoqcrKz7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65877,2019-11-23T17:00:09Z,R_28RNTRNeFW2JzYR,2,2,3,3,3,3,3,3,2,3,3,2,4,2,4,3,3,2,3,4,4,4,5,3,2,3,3,3,4,4,3,3,3,3,2,2,3,4,5,3,4,4,2,4,4,3,3,3,4,4,3,3,2,3,3,3,4,2,2,3,3,4,3,3,3,3,3,9,10,9,10,10,9,10,9,6,5,4,6,4,6,5,6,7,5,6,6,6,7,7,6,6,6
66045,2019-11-17T13:30:26Z,R_2Qnd43CSGLK06Uj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65171,2019-11-17T20:00:22Z,R_1OHwIitTNOBKJZD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64073,2019-11-17T21:59:14Z,R_3NzeTQMD9i2F1uv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63375,2019-11-25T12:22:41Z,R_1mlQR0fCmqgyFwz,2,2,1,1,1,4,3,2,1,1,2,1,1,1,1,4,5,2,5,1,4,2,2,4,2,3,3,5,4,2,2,4,5,4,2,3,4,4,5,3,4,5,2,4,2,3,4,5,5,4,5,4,4,2,3,2,4,2,3,5,4,3,4,4,2,4,2,6,6,6,6,6,6,6,6,5,6,2,2,8,4,8,7,6,8,5,5,5,5,8,3,1,3
63578,2019-11-25T12:31:51Z,R_1C27nSbnWNagfsm,2,2,1,2,2,2,2,2,2,3,3,3,3,3,4,3,3,3,3,4,2,4,3,4,3,3,2,4,2,3,4,2,3,5,3,3,2,3,4,2,3,4,2,4,3,3,3,3,3,2,4,3,2,2,3,2,3,3,2,3,4,2,3,4,4,3,2,11,7,11,7,11,7,11,7,8,6,6,3,1,5,8,6,7,8,6,6,8,6,8,4,6,5
63452,2019-11-18T21:09:00Z,R_325Ck7ugdYEwoRn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64020,2019-11-24T18:14:06Z,R_26fmb7UKZFegEAp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63261,2019-12-02T07:57:24Z,R_1hKEp7QGRC1EWG0,3,3,3,4,3,4,3,3,2,2,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,2,2,3,2,3,2,3,2,2,3,2,3,3,2,3,3,2,3,2,3,3,3,2,3,4,4,4,3,8,9,9,8,9,8,10,9,7,5,7,6,5,5,6,4,2,8,4,5,4,4,6,6,3,6
63364,2019-11-25T11:42:35Z,R_ZD17E20n2eLkerf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65586,2019-12-02T21:03:16Z,R_3ptlqKQYgJsmN6n,2,2,2,2,2,4,2,3,3,4,4,4,4,4,2,1,4,2,4,5,5,1,3,2,2,4,2,4,4,4,1,4,4,5,2,2,4,2,1,4,4,4,4,1,4,4,5,2,4,4,4,4,1,4,5,2,4,2,2,2,2,2,2,2,4,2,4,11,7,11,8,7,7,11,11,5,7,5,3,5,8,1,6,7,8,7,1,8,5,8,7,7,5
65211,2019-12-02T23:39:40Z,R_3lxcHWV6q6CCOT8,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,4,3,2,3,4,2,2,3,4,3,2,3,3,3,3,3,2,4,3,3,2,3,2,3,3,2,3,2,3,4,3,2,3,2,3,2,2,4,4,3,2,3,3,3,2,2,3,3,3,3,8,8,8,8,8,8,8,8,6,8,4,8,4,8,2,5,7,8,7,8,6,5,7,5,8,5
63261,2019-12-03T08:21:32Z,R_1DDc2w2KYl4ucmU,3,2,3,3,2,4,2,3,3,2,3,3,3,2,2,2,2,3,2,2,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,2,3,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,4,4,3,4,3,3,2,2,3,3,3,7,9,8,9,9,8,10,9,5,5,5,6,5,4,3,5,8,6,4,4,3,6,6,6,4,4
66145,2019-11-26T16:38:11Z,R_1int8NkgA4jYNHZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66145,2019-11-26T16:38:06Z,R_1OTQJfwG0I9yEsl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63417,2019-12-04T10:45:07Z,R_DVtphUSFFNMZuWB,1,3,1,1,2,4,2,3,1,5,2,3,5,4,2,4,3,3,5,5,1,3,2,2,4,3,5,5,3,2,4,5,5,5,2,1,2,2,1,4,5,5,2,1,2,2,1,1,5,2,2,4,1,4,5,2,2,3,3,2,4,1,4,4,5,4,2,11,6,7,6,11,6,10,6,8,5,1,4,7,2,1,6,5,8,7,8,6,8,3,3,7,3
63628,2019-12-06T11:22:28Z,R_3oT704kskO1eopi,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,4,2,2,3,9,9,9,9,9,9,9,9,2,5,4,4,7,5,6,7,4,4,3,6,5,4,4,2,4,4
63397,2019-12-06T19:19:46Z,R_sj747ETdHUYEDFn,3,4,4,1,3,4,3,1,1,3,2,2,4,4,3,1,1,3,4,3,2,5,3,5,4,2,4,4,2,1,4,4,5,5,2,3,2,4,1,2,5,5,1,5,5,4,1,1,4,5,2,4,1,4,4,1,3,3,3,5,5,1,3,1,5,3,3,12,6,12,6,12,6,12,6,5,7,4,3,1,3,1,7,2,8,5,3,6,5,7,4,7,5
64187,2019-12-07T13:20:31Z,R_1gokAlmF4h4zQQG,3,3,3,1,2,4,3,2,2,3,2,2,4,4,4,2,4,4,4,4,2,4,2,4,3,2,5,4,2,3,4,4,4,5,2,2,4,3,2,4,5,4,3,4,4,2,1,4,4,2,2,4,2,4,4,4,3,4,2,4,4,1,3,4,4,2,2,11,7,10,7,11,7,10,7,5,7,5,2,1,5,1,1,7,8,7,6,6,2,8,5,7,5
64265,2019-12-08T13:33:40Z,R_siO1FjShk0yc6oV,3,2,4,2,2,4,2,2,2,4,3,1,3,3,3,2,2,4,2,4,3,2,3,3,4,3,2,3,4,3,3,2,3,4,2,3,4,2,3,3,4,3,2,3,4,2,3,3,2,4,2,2,3,2,4,2,3,2,3,2,3,4,3,4,3,2,3,10,7,8,7,7,7,10,7,5,2,6,8,1,4,1,6,7,8,6,5,6,1,7,6,7,5
64265,2019-12-08T13:44:26Z,R_3m7s2TmVy4qbiPj,3,3,3,2,1,4,2,2,2,4,3,3,3,3,3,2,3,4,2,4,2,2,4,4,2,4,2,4,4,3,4,2,3,3,3,4,3,4,2,2,3,4,4,2,3,3,4,4,4,4,3,3,2,2,4,2,3,4,4,4,2,3,4,3,3,3,3,11,7,7,7,11,7,11,7,5,2,7,7,8,3,1,6,7,8,7,4,6,4,7,3,6,5
27164,2019-12-09T08:55:41Z,R_1OSP4Ap5yd80WhY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5
65151,2019-12-09T16:02:38Z,R_2R2NSv5iyhqpA8o,2,3,1,3,2,3,4,3,2,2,4,3,2,3,3,5,5,3,4,3,3,3,3,3,2,3,4,2,2,3,3,2,4,3,2,4,3,4,2,2,4,3,2,3,3,4,3,3,3,2,1,1,1,4,4,1,2,2,2,2,2,1,2,1,3,3,3,11,8,8,10,9,7,10,8,5,7,2,2,3,2,4,2,8,4,3,7,7,6,7,7,2,2
63417,2019-12-04T10:46:39Z,R_2E4N9D5QOEvTkUv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63628,2019-12-06T12:13:46Z,R_2VeTD8wQCUIUTCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA
63397,2019-12-06T19:21:37Z,R_1jvukwEYOu1idMv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65093,2019-12-13T21:18:21Z,R_1hG4CBE0WGzxVDC,2,3,2,2,2,2,2,2,3,5,4,4,4,4,3,4,2,4,4,5,1,2,5,4,2,3,4,4,2,2,1,5,5,5,1,2,2,2,2,4,3,4,4,4,4,2,4,4,3,2,2,5,2,2,4,4,2,5,2,4,4,2,1,4,5,5,4,10,10,9,10,10,11,10,9,6,4,4,4,5,5,4,6,8,8,5,7,6,7,7,7,8,6
63455,2019-12-07T23:31:23Z,R_3CJVVSoDaHUikzY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64846,2019-12-08T13:57:29Z,R_2anVF5xOuqcEutT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63659,2019-12-09T18:46:33Z,R_1Kd0WvxWoSt3QpY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65652,2019-12-11T14:47:36Z,R_2ZOifIhr1mxKAhL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,4,4,4,2,4,4,4,2,2,3,4,2,2,4,3,4,5,3,1,3,2,3,1,4,4,1,4,4,2,2,3,4,4,2,4,3,2,4,1,1,5,1,5,5,1,1,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA
67098,2020-02-05T17:52:48Z,R_1giQPhcfjzXcAhY,3,3,4,1,4,4,4,1,1,4,1,1,2,4,3,1,2,2,3,5,2,5,1,4,3,1,1,3,2,2,5,5,5,1,3,1,3,3,2,4,3,5,1,5,4,2,1,5,5,3,2,4,5,2,4,1,1,4,2,4,4,1,3,3,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,2,8,3,3,1,7,8,4,8,8,5,5,6,4,4
NA,2020-01-31T11:01:40Z,R_1C9qxNkDYhH97Ly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66375,2020-02-08T12:50:41Z,R_21gjX8giiuoT9Mg,3,3,2,1,2,4,3,3,2,4,1,2,3,3,4,1,2,4,2,2,4,4,4,4,3,2,2,1,3,2,2,4,3,5,5,1,4,2,4,4,2,4,2,4,4,2,4,4,3,4,4,3,4,4,4,2,3,1,4,4,4,4,3,4,5,2,3,10,7,9,7,10,7,10,7,5,2,5,3,1,4,1,1,5,8,4,7,8,2,7,5,5,5
