participant_id,semester_phase,participant_id_dataset,semester_id,date,year,academic_year,semester,first_day_of_the_semester,dataset_of_origin,source,grit_overall,grit_interest,grit_effort,matrices_hit_rate,ucmrt_hit_rate,sandia_matrices_hit_rate,neuroticism_score,extraversion_score,conscientiousness_score,openness_score,agreeableness_score,adhd_clinical,adhd_total,growth_mindset_score
sep_3_0249,middle,r_2oimnq09irx2gzv,fall_2019,2019-10-22T14:10:12Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.875,2.75,3,0.388888889,0.333333333,0.444444444,2.2,4.1,4,4.6,4.2,no,2,5.625
sep_3_0251,middle,r_2zbudravrcd0xys,fall_2019,2019-10-23T22:51:25Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.625,2.25,3,0.444444444,0.444444444,0.444444444,3.8,4,4.5,4.7,4.2,no,3,6.125
sep_3_0252,middle,r_3orycoyzoj5nhfu,fall_2019,2019-10-25T13:19:25Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,3.25,2.25,0.5,0.555555556,0.444444444,3,3.8,3.8,3.2,3.4,no,2,3.875
sep_3_0253,middle,r_2aypnckehsp2ksn,fall_2019,2019-10-25T18:10:38Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,3.25,2.25,0.888888889,0.888888889,0.888888889,3.1,3.5,3.4,3.2,3.7,no,2,5.5
sep_3_0255,middle,r_pmkzyk946hckvtt,fall_2019,2019-10-27T14:44:42Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.5,2.5,2.5,0.555555556,0.777777778,0.333333333,2.1,4.1,3.3,3.1,3.9,no,2,5.875
sep_3_0259,middle,r_2s6u3ttlk8folmb,fall_2019,2019-10-28T21:49:37Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.5,2.75,2.25,0.444444444,0.666666667,0.222222222,3.6,4,3.3,4.1,3.4,yes,4,5
sep_3_0260,middle,r_1qckguzryqlu4f2,fall_2019,2019-10-29T01:50:16Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3.25,2.75,1,1,1,1.2,3.2,3,2.9,4.7,no,3,7
sep_3_0261,middle,r_3rmxnob74tegddq,fall_2019,2019-10-29T17:02:46Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.5,3.75,3.25,0.5,0.666666667,0.333333333,1.3,3,3.9,3.4,4.6,no,1,6.75
sep_3_0262,middle,r_3hngs8o5zc30g1u,fall_2019,2019-10-29T18:31:31Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.5,2.5,2.5,0.111111111,0.111111111,0.111111111,3,3.1,3.2,2.9,3.3,no,2,4.125
sep_3_0265,middle,r_8qp1zt0mgocbphz,fall_2019,2019-10-30T15:37:32Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.375,3,3.75,0.611111111,0.555555556,0.666666667,2.4,3.3,3.9,3.2,3.8,no,1,4.75
sep_3_0266,middle,r_dc32beqajl4hiid,fall_2019,2019-10-30T19:43:32Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,2.5,3,0.666666667,0.777777778,0.555555556,2.2,3.5,3.4,3.7,3.7,no,3,4.75
sep_3_0267,middle,r_1lnzslcf3vlxpuj,fall_2019,2019-10-31T13:23:00Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.625,2.25,3,0.388888889,0.333333333,0.444444444,2.6,3.8,2.7,2.5,3.5,yes,4,5
sep_3_0268,middle,r_ulhybrdv6shsxqh,fall_2019,2019-10-31T15:59:45Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.25,3,3.5,0.5,0.555555556,0.444444444,2.7,3.8,4.1,3.8,3.5,no,0,5.5
sep_3_0271,middle,r_3fpberyiefnidma,fall_2019,2019-11-02T13:25:53Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.75,3.5,4,0.277777778,0.222222222,0.333333333,2.2,4.2,3.4,3.1,4.2,no,1,6.25
sep_3_0273,middle,r_cipniqn0nmmocu1,fall_2019,2019-11-02T16:54:06Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.25,2.25,2.25,0.277777778,0.222222222,0.333333333,3.8,4,3.7,3.9,3.1,no,3,5.25
sep_3_0274,middle,r_rlsu1tu0wporjc9,fall_2019,2019-11-02T17:26:57Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.125,1.25,3,0.444444444,0.444444444,0.444444444,2.2,3.6,3.9,2.8,4.4,no,2,6.25
sep_3_0277,middle,r_39isjzdzirgvvpp,fall_2019,2019-11-03T16:25:39Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,2.5,3,0.777777778,0.888888889,0.666666667,1.9,3.7,3.4,3.9,4.1,yes,4,5.375
sep_3_0279,middle,r_1k9ls3b12n5uoux,fall_2019,2019-11-03T21:37:28Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.25,2.75,3.75,0.722222222,0.888888889,0.555555556,1.2,2.3,3.8,3.2,4.2,no,0,7
sep_3_0280,middle,r_3r1kgzt3oin1muc,fall_2019,2019-11-04T13:10:48Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.125,2.75,3.5,0.333333333,0.222222222,0.444444444,2.6,3.1,4.6,3.4,4,no,3,5.875
sep_3_0281,middle,r_rzchmgenaxrdzb7,fall_2019,2019-11-04T14:22:29Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,2.75,2.75,0.555555556,0.555555556,0.555555556,3,4.4,2.9,2.8,4.8,no,3,NA
sep_3_0282,middle,r_1erxv2xxzwmclnu,fall_2019,2019-11-05T09:45:32Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.25,3.25,3.25,0.444444444,0.555555556,0.333333333,2.5,3.6,4,3,4.1,no,2,5.875
sep_3_0284,middle,r_1dtaoycxl6dkgaf,fall_2019,2019-11-05T20:07:23Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.25,2.75,3.75,0.277777778,0.222222222,0.333333333,1.7,2.9,4.4,3.8,3.6,yes,5,5.375
sep_3_0287,middle,r_27woecw1udtnuti,fall_2019,2019-11-06T15:21:54Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,2.75,2.75,0.277777778,0.444444444,0.111111111,2.9,4.8,3.7,4.1,4.2,no,2,3
sep_3_0290,middle,r_2tev8pqc7gqqhia,fall_2019,2019-11-06T22:17:54Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,3.25,2.25,0.666666667,0.777777778,0.555555556,1.1,4.5,4.2,4,3.6,no,2,2.75
sep_3_0292,middle,r_zgelx93s8gezctb,fall_2019,2019-11-07T09:55:12Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.125,1.25,3,0.666666667,0.777777778,0.555555556,1.9,3.6,2.4,4.4,4.1,yes,6,4.625
sep_3_0293,middle,r_123cjcunomdhqlp,fall_2019,2019-11-07T21:35:47Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2,1.75,2.25,0.722222222,0.777777778,0.666666667,3.5,3.9,2.5,4,4,yes,4,3.125
sep_3_0294,middle,r_3nmy9gaqdsudqv9,fall_2019,2019-11-08T13:08:28Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.875,2.75,3,0.722222222,0.666666667,0.777777778,3.4,2.9,3.7,2.6,4.2,no,2,5.625
sep_3_0296,middle,r_11ishb5syoji65e,fall_2019,2019-11-08T19:40:13Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.875,2.75,3,0.666666667,0.777777778,0.555555556,3.2,3.9,2.8,4,4.3,yes,4,5
sep_3_0297,middle,r_2zbw20x7acvfe6o,fall_2019,2019-11-10T16:21:37Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.875,2.75,3,0.444444444,0.333333333,0.555555556,2.4,3.6,3.6,3.1,4.2,yes,4,5.75
sep_3_0298,middle,r_33moaiktmhog3qp,fall_2019,2019-11-11T00:12:31Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,4,4,4,0.777777778,0.666666667,0.888888889,1.6,4.4,4.3,4.8,4.1,no,0,5.75
sep_3_0299,middle,r_3py1mchy2aqlsno,fall_2019,2019-11-11T12:08:12Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.5,2,3,0.388888889,0.222222222,0.555555556,2.9,4.1,4.1,3.6,3.7,yes,4,4.25
sep_3_0300,middle,r_ezfcm4xurvw8xm1,fall_2019,2019-11-12T15:05:16Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.125,3,3.25,0.611111111,0.555555556,0.666666667,2.7,3.5,3.2,3,4,no,3,4.125
sep_3_0301,middle,r_3phdi02lrxcmnc7,fall_2019,2019-11-12T19:45:56Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.625,2.25,3,0.388888889,0.333333333,0.444444444,3,2.4,3.6,3.5,4.3,no,2,5
sep_3_0303,middle,r_tneinqt97xh1xxb,fall_2019,2019-11-13T00:27:14Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3,3,0.611111111,0.777777778,0.444444444,2.5,4.3,3.4,3.8,3.5,no,1,5.125
sep_3_0304,middle,r_2vioi9jfqwiwj1y,fall_2019,2019-11-13T13:52:09Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,1.375,1.25,1.5,0.166666667,0.111111111,0.222222222,2.9,3.8,1.7,3.3,3.4,no,2,4.375
sep_3_0305,middle,r_1nf53qyuzmymfus,fall_2019,2019-11-13T17:52:25Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.25,2.75,3.75,0.333333333,0.333333333,0.333333333,2.4,4.1,3.7,3.3,4.3,no,2,4.5
sep_3_0307,middle,r_z7ork2b4x5tc21b,fall_2019,2019-11-14T12:44:38Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.125,2.25,2,0.666666667,0.666666667,0.666666667,3.1,2.2,3.1,3.1,3.5,no,2,4.375
sep_3_0308,middle,r_urw0hrz6zbsvps1,fall_2019,2019-11-14T14:12:45Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.625,3.75,3.5,0.611111111,0.777777778,0.444444444,1.8,3.9,4.3,3.4,4,no,0,5
sep_3_0309,middle,r_er39toi4j3ifl29,fall_2019,2019-11-14T15:23:52Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3.25,2.75,0.777777778,0.777777778,0.777777778,1.6,4.2,3.2,4.6,4.8,no,2,6.25
sep_3_0310,middle,r_1mkka4cixgokryr,fall_2019,2019-11-14T16:35:19Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3,3,0.722222222,0.777777778,0.666666667,1.9,4.9,3.3,4,4,no,2,6.375
sep_3_0311,middle,r_1hholhvfxd4a4us,fall_2019,2019-11-14T23:24:57Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,2.25,3.25,0.111111111,0.111111111,0.111111111,3,3,3,3,3,no,2,3.75
sep_3_0312,middle,r_1ia3iar8uzscowc,fall_2019,2019-11-15T14:13:31Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.5,3.5,3.5,0.5,0.777777778,0.222222222,2,4.2,4.2,4.1,4.5,no,0,6.125
sep_3_0313,middle,r_24hhwa5ezw6qqts,fall_2019,2019-11-15T16:49:34Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.5,3.25,3.75,0.833333333,0.888888889,0.777777778,2,3.5,4.3,3.8,4.3,no,1,5.625
sep_3_0315,middle,r_2cbquozipjpc9ui,fall_2019,2019-11-16T15:05:54Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.875,3,2.75,0.388888889,0.222222222,0.555555556,2.5,4.3,4.1,4.2,4,no,3,6.125
sep_3_0316,middle,r_2ws0axmcnmpiyc2,fall_2019,2019-11-16T16:06:00Z,2019,2019_2020,fall,9_4_2019,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.375,2.25,2.5,0.555555556,0.555555556,0.555555556,4.1,3.6,3.7,3.1,3.7,yes,5,5
sep_3_0401,middle,r_3jjcighgssquzjl,spring_2020,2020-03-01T19:15:34Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.375,3.5,3.25,0.722222222,0.777777778,0.666666667,2.8,2.7,3.9,3.3,3.6,no,1,3.625
sep_3_0402,middle,r_10p35eafrmbwkhb,spring_2020,2020-03-01T23:19:29Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,3,2.5,0.333333333,0.222222222,0.444444444,3.4,2.4,3.7,4.1,4.1,no,0,3.5
sep_3_0403,middle,r_3mmyakptg41hzoo,spring_2020,2020-03-02T15:37:40Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.875,3,2.75,0.555555556,0.666666667,0.444444444,2.2,2.6,3.6,2.5,3.5,no,2,4.375
sep_3_0404,middle,r_1ksdpam2vqijff6,spring_2020,2020-03-02T16:33:54Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.375,3,3.75,0.5,0.555555556,0.444444444,2.6,3.8,4,4,4.4,no,3,5
sep_3_0405,middle,r_3fjfimujxjve8ji,spring_2020,2020-03-02T16:41:12Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,2.75,3.25,0.722222222,0.888888889,0.555555556,2.3,3.7,4.1,4.4,4.3,no,3,7
sep_3_0413,middle,r_1pmmz8toxdyw9ij,spring_2020,2020-03-04T16:50:18Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.75,3.75,3.75,0.555555556,0.777777778,0.333333333,1.1,5,4.3,3.4,4.9,no,2,5.875
sep_3_0414,middle,r_1gdmzwqajwk3iyp,spring_2020,2020-03-04T18:33:29Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.125,2.5,3.75,0.944444444,1,0.888888889,1.8,4.1,3.9,4.7,4.5,no,2,6.625
sep_3_0415,middle,r_2qyoytodazh8ign,spring_2020,2020-03-04T18:37:31Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.625,2.25,3,0.5,0.666666667,0.333333333,2.9,2.9,4.1,3.6,3.2,no,2,3.25
sep_3_0416,middle,r_3ocgildyjf0tzxv,spring_2020,2020-03-05T14:17:32Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3,3,0.777777778,0.666666667,0.888888889,2.6,4.2,3.4,4,4.1,no,2,5.625
sep_3_0417,middle,r_u1wjhpel2br6jgp,spring_2020,2020-03-05T18:03:31Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2,1.75,2.25,0.888888889,1,0.777777778,2.9,3.8,3.9,4.1,3.7,no,3,6.5
sep_3_0418,middle,r_1gjatzndwnlx2rg,spring_2020,2020-03-07T16:28:55Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.375,2.75,2,0.666666667,0.666666667,0.666666667,4,3.6,3.3,3.7,3.6,yes,4,4.375
sep_3_0419,middle,r_21c9htpmnd94uo6,spring_2020,2020-03-07T16:30:48Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3,3,0.611111111,0.666666667,0.555555556,3.7,3.4,3.5,2.9,3.3,no,3,4
sep_3_0420,middle,r_74flouejrxcajiz,spring_2020,2020-03-08T14:07:11Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,1.875,1.5,2.25,0.611111111,0.777777778,0.444444444,3,2.4,2.7,4.1,3.7,no,2,4.375
sep_3_0421,middle,r_1jz0s4bjhr7j4bo,spring_2020,2020-03-08T16:38:42Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.5,3.25,3.75,0.666666667,0.888888889,0.444444444,2.1,4.2,4.6,4.3,3.3,no,3,5.5
sep_3_0422,middle,r_3gxwg55wfqqxqz4,spring_2020,2020-03-08T21:54:04Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3,3,0.777777778,0.777777778,0.777777778,2.6,4.2,4,4,3.2,yes,4,6.625
sep_3_0423,middle,r_stmrrgh4nryru2z,spring_2020,2020-03-09T14:39:29Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,2.25,3.75,0.277777778,0.222222222,0.333333333,1.8,4.2,4.3,3.7,4.5,no,1,5.25
sep_3_0424,middle,r_3dikwmjs4bpgxvg,spring_2020,2020-03-09T17:14:33Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.75,3,2.5,0.944444444,1,0.888888889,3.4,3,3.4,4.6,3.7,yes,4,6
sep_3_0425,middle,r_24nofibjsp7tycd,spring_2020,2020-03-10T18:23:21Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.5,3,2,0.222222222,0.333333333,0.111111111,2.4,3.4,3.2,3.1,3,no,3,4
sep_3_0427,middle,r_3gb9lbylgxz9e81,spring_2020,2020-03-12T14:41:49Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3.5,2.5,0.777777778,0.777777778,0.777777778,1.8,2.3,3.6,2.2,3.1,no,0,5.5
sep_3_0428,middle,r_3lio4ibkyngnbca,spring_2020,2020-03-12T15:34:00Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.625,4,3.25,0.333333333,0.333333333,0.333333333,2.9,4,4.8,3.1,4.3,no,0,3.875
sep_3_0429,middle,r_2tnrzvniaubolsd,spring_2020,2020-03-13T13:04:26Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.625,2.5,2.75,0.222222222,0.222222222,0.222222222,3.4,2.9,3.7,4,4.6,no,2,5
sep_3_0430,middle,r_autyuiyq0jgn7fh,spring_2020,2020-03-14T16:57:45Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,2.375,1.75,3,0.277777778,0.333333333,0.222222222,2.6,3,3.3,3.2,2.8,no,2,2.875
sep_3_0431,middle,r_27igyqptnl1dclr,spring_2020,2020-03-16T11:02:58Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3.375,3,3.75,0.555555556,0.777777778,0.333333333,1.5,3.5,4.4,4.5,4.3,no,3,6
sep_3_0432,middle,r_3lhxfiymkyomweo,spring_2020,2020-03-17T16:24:09Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,1.125,1,1.25,0.722222222,1,0.444444444,4.4,2.2,2.2,4.2,3.3,yes,5,4.25
sep_3_0433,middle,r_wvekk8fdl9r6e8f,spring_2020,2020-03-21T12:31:36Z,2020,2019_2020,spring,1_21_2020,2017_2023_generic_post_survey,post_study_survey_2019_2020,3,3,3,0.5,0.555555556,0.444444444,2.2,3.7,4,3.1,4,no,2,3.625
sep_3_0436,middle,r_2e4diquzsxvdjss,fall_2020,2020-10-15T15:42:50Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.875,3.75,4,0.722222222,0.777777778,0.666666667,1.8,4.1,4.6,3.8,4.3,no,0,NA
sep_3_0437,middle,r_1eioktodxh25xja,fall_2020,2020-10-15T19:46:47Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,2.75,2.75,0.166666667,0.111111111,0.222222222,2.7,3.3,3.4,2.5,3.6,no,3,5.25
sep_3_0438,middle,r_3ptwtwpypzsyefj,fall_2020,2020-10-15T21:13:46Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.5,3.25,3.75,0.944444444,1,0.888888889,2.3,3.2,3.9,3.9,4.9,no,0,5.25
sep_3_0439,middle,r_wladh7prtcocgs1,fall_2020,2020-10-16T01:14:24Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.5,2.75,1,1,1,3.5,3,3.2,3.7,4.4,no,2,3
sep_3_0441,middle,r_rgnjgql8fjga9wj,fall_2020,2020-10-16T06:11:19Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.5,3.5,3.5,0.833333333,0.777777778,0.888888889,2.6,3.7,3.6,4.1,4,no,1,4.875
sep_3_0442,middle,r_23ty2s4nsyqwdet,fall_2020,2020-10-16T14:47:24Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.25,3.25,3.25,0.555555556,0.666666667,0.444444444,2.4,3.7,4.6,3.3,4.4,no,1,5.25
sep_3_0443,middle,r_bnrydlzibalkajb,fall_2020,2020-10-17T11:59:38Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3.25,3,0.444444444,0.555555556,0.333333333,1.9,4.1,4.2,3.6,4.1,no,1,4
sep_3_0444,middle,r_30vdkelpicasp06,fall_2020,2020-10-17T17:12:38Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2,3,0.722222222,0.777777778,0.666666667,3.9,2.7,3.1,4.5,3.8,no,3,3.375
sep_3_0445,middle,r_1frmgbixywxsbrq,fall_2020,2020-10-17T17:57:28Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.25,3,3.5,0.222222222,0.222222222,0.222222222,2.7,3.2,3.8,3.6,3.8,no,2,5.875
sep_3_0446,middle,r_szbstfpgtvahqur,fall_2020,2020-10-17T18:31:02Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,3.25,2,0.888888889,1,0.777777778,3.1,2.7,2.5,3.2,4.2,no,3,6.875
sep_3_0447,middle,r_216toclsmjtqatw,fall_2020,2020-10-17T19:09:40Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.5,2.75,0.722222222,1,0.444444444,3.7,1.7,2.1,4,4.3,no,3,4.75
sep_3_0448,middle,r_1ozh6341z1mlren,fall_2020,2020-10-17T19:14:23Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.375,2.5,2.25,0.833333333,0.888888889,0.777777778,3.9,2.7,3.6,2.8,3.5,no,3,5.125
sep_3_0450,middle,r_27u05piwcytzxdl,fall_2020,2020-10-17T21:52:17Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,2.75,3.25,0.5,0.444444444,0.555555556,4.6,3.7,4.1,4.6,3.9,no,3,6
sep_3_0451,middle,r_2ppyxmvkvc8ukjs,fall_2020,2020-10-17T22:54:51Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.25,2.25,2.25,0.833333333,0.888888889,0.777777778,2.6,3,2.6,3.4,3.4,yes,4,5
sep_3_0452,middle,r_zkmmbrm9ah1s5ab,fall_2020,2020-10-18T01:53:42Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.5,3.25,0.166666667,0,0.333333333,3.6,3.7,4.1,4.9,4.6,no,3,6.5
sep_3_0453,middle,r_t1wm73nzfuiucdd,fall_2020,2020-10-18T11:28:15Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.5,3.5,3.5,0.166666667,0.222222222,0.111111111,2.6,4.2,3.6,2.9,4.3,no,3,3.5
sep_3_0456,middle,r_3iillcdc9hsozqr,fall_2020,2020-10-18T13:42:20Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.375,2,2.75,0.5,0.555555556,0.444444444,2.4,3.1,3.5,2.9,3.7,no,1,3.875
sep_3_0457,middle,r_2rodgsyfwbrxkio,fall_2020,2020-10-18T14:20:35Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.25,3.5,3,0.555555556,0.444444444,0.666666667,2.2,4,3.4,3.3,4,no,2,5
sep_3_0458,middle,r_8cgsovdjfgw9uvn,fall_2020,2020-10-18T14:38:00Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3,3.25,0.333333333,0.444444444,0.222222222,3.1,2.3,3.4,2.1,3.2,yes,5,5
sep_3_0459,middle,r_2yyojsmbccppvjn,fall_2020,2020-10-18T21:25:28Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,2.75,3.25,0.388888889,0.333333333,0.444444444,2.9,4.4,2.8,3.5,3.8,no,2,4.375
sep_3_0462,middle,r_2fiz6rlrrmlehxh,fall_2020,2020-10-19T09:12:07Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,3.25,1.75,0.5,0.555555556,0.444444444,2.9,3.3,3.2,3.3,3.6,yes,5,4.875
sep_3_0463,middle,r_22zueeoz4hxmf2o,fall_2020,2020-10-19T09:12:49Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,2.75,3.25,0.388888889,0.333333333,0.444444444,3.8,3,4.3,3.6,4.1,no,2,5
sep_3_0465,middle,r_3mtfst0vshvnhqo,fall_2020,2020-10-19T13:19:55Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3,3.25,0.611111111,0.888888889,0.333333333,2.6,3.2,3.6,3.5,3.1,no,1,4.125
